bug_id,feature,severity,status,date_reported,date_resolved,platform,region,assigned_team,bug_type,milestone,priority_level,days_to_resolve
243,Bug Fixes,Low,Resolved,2024-10-26,2024-11-07,Mac,Oceania,LiveOps,Mods & Custom Content,M6,Low,12.0
244,Social Interactions,Medium,Resolved,2025-03-26,2025-04-22,Mac,Oceania,CAS,UI,M3,Medium,27.0
245,Aging System,Critical,Resolved,2024-07-01,2024-07-27,Xbox,Africa,Platform,Expansion Pack,M5,Low,26.0
246,Occults,Medium,In Progress,2025-01-05,,Pc,North America,Build Mode,Network,M2,Medium,
247,Aspirations,Critical,Resolved,2024-07-14,2024-08-04,Playstation,South America,UI/UX,Graphics,M1,Low,21.0
248,Bug Fixes,Low,Resolved,2024-09-09,2024-09-26,Playstation,South America,Graphics,Performance,M3,High,17.0
249,Live Mode,Low,Resolved,2024-12-19,2024-12-29,Mac,Asia,CAS,Network,M4,Medium,10.0
250,Aging System,High,Resolved,2024-08-05,2024-08-17,Xbox,Asia,UI/UX,Audio,M1,High,12.0
251,Expansion Pack,Medium,Resolved,2024-08-11,2024-09-08,Mac,Oceania,Build Mode,Performance,M5,Low,28.0
252,Aspirations,Medium,Resolved,2025-01-18,2025-02-02,Mac,Oceania,Platform,Expansion Pack,M1,Medium,15.0
253,Social Interactions,Low,Investigating,2024-05-14,,Mac,Europe,CAS,Gameplay,M5,Low,
254,Careers,Low,New,2024-10-02,,Pc,Asia,Graphics,Network,M5,Medium,
255,Aging System,Medium,Resolved,2025-04-18,2025-04-22,Playstation,Africa,UI/UX,Performance,M3,Low,4.0
256,Mods & Custom Content,Medium,Resolved,2025-04-17,2025-04-23,Xbox,Africa,Audio,Expansion Pack,M4,Low,6.0
257,Multiplayer,Medium,Won't Fix,2024-05-14,2024-06-06,Xbox,Asia,Audio,Performance,M3,High,23.0
258,Build Mode,Medium,Resolved,2024-07-05,2024-08-02,Mac,South America,Graphics,Expansion Pack,M6,Medium,28.0
259,Live Mode,Medium,Resolved,2024-07-24,2024-08-08,Mac,Asia,LiveOps,Audio,M2,Medium,15.0
260,Pets,Medium,Resolved,2025-03-25,2025-04-09,Pc,Africa,UI/UX,Audio,M7,Medium,15.0
261,Create-a-Sim,High,Investigating,2025-03-06,,Xbox,Africa,Build Mode,Expansion Pack,M1,Medium,
262,Create-a-Sim,Medium,Resolved,2025-03-05,2025-03-13,Playstation,North America,Graphics,Gameplay,M7,High,8.0
263,Skills,High,Resolved,2024-08-31,2024-09-24,Xbox,Europe,Audio,UI,M7,Low,24.0
264,Tutorial,Medium,Resolved,2024-06-14,2024-06-26,Playstation,Oceania,CAS,Audio,M5,Low,12.0
265,Expansion Pack,Low,In Progress,2025-02-17,,Xbox,North America,CAS,Performance,M6,High,
266,UI,High,Resolved,2024-12-31,2025-01-23,Xbox,South America,Audio,Audio,M6,Medium,23.0
267,Live Mode,Medium,Resolved,2024-11-27,2024-12-18,Playstation,Oceania,Expansion Pack,Mods & Custom Content,M4,Medium,21.0
268,Live Mode,High,Resolved,2025-04-14,2025-05-09,Xbox,Oceania,Expansion Pack,Gameplay,M7,Medium,25.0
269,Pets,Low,Resolved,2024-12-13,2024-12-27,Playstation,Asia,Audio,Mods & Custom Content,M7,Medium,14.0
270,Aging System,Low,Resolved,2024-04-20,2024-04-22,Mac,South America,Graphics,Graphics,M4,Low,2.0
271,World Map,Low,Resolved,2025-02-11,2025-02-16,Playstation,North America,Expansion Pack,Audio,M1,Medium,5.0
272,Aspirations,Medium,New,2024-08-05,,Mac,South America,UI/UX,Gameplay,M1,Low,
273,Aging System,Low,Resolved,2024-12-16,2025-01-04,Playstation,North America,Platform,Performance,M4,Low,19.0
274,Expansion Pack,Low,Resolved,2025-03-27,2025-04-20,Playstation,Europe,Platform,Performance,M6,High,24.0
275,Tutorial,Medium,Resolved,2024-06-06,2024-06-23,Xbox,Asia,Build Mode,Performance,M4,Medium,17.0
276,Expansion Pack,Low,Resolved,2024-05-30,2024-06-06,Pc,Africa,Platform,Network,M4,Medium,7.0
277,UI,Medium,Resolved,2024-05-27,2024-06-05,Playstation,Oceania,LiveOps,Audio,M2,Medium,9.0
278,Create-a-Sim,High,Resolved,2024-11-06,2024-11-30,Mac,South America,Platform,Gameplay,M2,Medium,24.0
279,Build Mode,Critical,Resolved,2024-07-26,2024-08-12,Playstation,Europe,Platform,Expansion Pack,M3,Medium,17.0
280,Live Mode,Low,Won't Fix,2024-11-25,2024-12-11,Pc,North America,CAS,UI,M1,High,16.0
281,World Map,Medium,New,2025-01-05,,Xbox,South America,Platform,Gameplay,M6,Medium,
282,Live Mode,Medium,Resolved,2024-07-01,2024-07-10,Mac,Europe,Expansion Pack,Expansion Pack,M5,Medium,9.0
283,Live Mode,Low,Investigating,2024-12-06,,Xbox,Oceania,Build Mode,Graphics,M2,Low,
284,Create-a-Sim,Low,Resolved,2024-07-23,2024-08-07,Mac,North America,LiveOps,Performance,M6,Low,15.0
285,Audio,Low,Resolved,2024-10-13,2024-10-25,Mac,Oceania,CAS,Gameplay,M7,High,12.0
286,Live Mode,Low,Resolved,2025-03-15,2025-03-29,Pc,South America,Graphics,Network,M1,Medium,14.0
287,Expansion Pack,High,Resolved,2025-02-21,2025-03-05,Pc,Europe,LiveOps,Graphics,M7,High,12.0
288,Mods & Custom Content,Low,Resolved,2024-05-21,2024-06-06,Pc,Africa,Platform,UI,M3,Low,16.0
289,Live Mode,Medium,New,2024-09-20,,Pc,Africa,LiveOps,Performance,M2,High,
290,Live Mode,High,In Progress,2024-07-28,,Playstation,Asia,Expansion Pack,Gameplay,M5,Medium,
291,World Map,High,Resolved,2024-04-19,2024-04-29,Mac,South America,Expansion Pack,Mods & Custom Content,M7,Medium,10.0
292,UI,Low,Resolved,2025-01-25,2025-02-12,Xbox,North America,Build Mode,Network,M6,High,18.0
293,Build Mode,High,In Progress,2024-12-07,,Xbox,Oceania,CAS,Gameplay,M2,Medium,
294,Mods & Custom Content,High,Won't Fix,2024-07-22,2024-08-07,Pc,North America,Build Mode,Expansion Pack,M6,High,16.0
295,Expansion Pack,Medium,Resolved,2025-01-14,2025-02-07,Xbox,North America,LiveOps,Expansion Pack,M6,High,24.0
296,Aspirations,High,Resolved,2024-11-05,2024-11-14,Playstation,Asia,Graphics,Audio,M2,Low,9.0
297,Expansion Pack,Low,Resolved,2024-09-21,2024-10-16,Mac,South America,Graphics,Network,M4,Low,25.0
298,World Map,Medium,Resolved,2024-04-21,2024-05-16,Pc,North America,Audio,Audio,M7,Medium,25.0
299,Careers,Low,Resolved,2024-05-15,2024-05-22,Mac,Asia,Platform,Graphics,M6,Low,7.0
300,Aspirations,High,New,2025-03-07,,Mac,North America,Graphics,Gameplay,M7,Medium,
301,UI,Low,Resolved,2025-03-14,2025-03-16,Xbox,Asia,UI/UX,Audio,M7,Low,2.0
302,Aging System,High,New,2024-11-03,,Pc,Asia,UI/UX,Graphics,M4,Low,
303,Aspirations,Medium,Investigating,2025-02-17,,Xbox,Oceania,Platform,Performance,M3,Low,
304,Mods & Custom Content,Low,Resolved,2024-11-17,2024-11-26,Mac,Oceania,CAS,Mods & Custom Content,M4,High,9.0
305,Mods & Custom Content,Medium,Resolved,2024-06-11,2024-06-14,Mac,Oceania,LiveOps,Expansion Pack,M7,Medium,3.0
306,Bug Fixes,Medium,Resolved,2024-06-03,2024-06-29,Xbox,Asia,Audio,Graphics,M3,Medium,26.0
307,Create-a-Sim,High,Resolved,2024-08-08,2024-09-03,Xbox,Africa,Expansion Pack,UI,M2,Low,26.0
308,Create-a-Sim,High,Resolved,2025-03-13,2025-03-22,Mac,Africa,Platform,Network,M7,High,9.0
309,Skills,Critical,Resolved,2025-02-03,2025-02-11,Pc,Oceania,Expansion Pack,Performance,M5,High,8.0
310,Pets,Medium,In Progress,2025-02-27,,Mac,South America,LiveOps,Gameplay,M1,Low,
311,Careers,Critical,Resolved,2025-03-13,2025-03-30,Mac,Europe,Expansion Pack,Performance,M7,High,17.0
312,Mods & Custom Content,High,Resolved,2024-07-03,2024-07-04,Playstation,North America,Expansion Pack,Expansion Pack,M5,Low,1.0
313,Social Interactions,High,Won't Fix,2024-07-18,2024-07-23,Xbox,Oceania,Expansion Pack,Performance,M6,High,5.0
314,Skills,Low,Resolved,2024-05-25,2024-06-24,Mac,South America,CAS,Audio,M2,Low,30.0
315,Aspirations,High,Won't Fix,2025-01-28,2025-02-20,Pc,Europe,Expansion Pack,UI,M6,Medium,23.0
316,Live Mode,Low,New,2025-03-07,,Playstation,Europe,UI/UX,Network,M4,Low,
317,Audio,High,Resolved,2024-09-13,2024-10-06,Pc,North America,Platform,Mods & Custom Content,M6,Medium,23.0
318,Aspirations,Low,Resolved,2024-12-01,2024-12-15,Xbox,North America,Graphics,UI,M2,Medium,14.0
319,Careers,Low,Resolved,2024-06-13,2024-06-15,Pc,North America,Expansion Pack,Performance,M4,Low,2.0
320,Careers,Medium,Won't Fix,2025-03-24,2025-04-22,Xbox,Oceania,LiveOps,Expansion Pack,M6,Low,29.0
321,Expansion Pack,Low,New,2025-02-28,,Mac,South America,CAS,Audio,M3,Low,
322,Pets,Low,Resolved,2025-04-10,2025-04-29,Playstation,North America,Platform,Gameplay,M3,High,19.0
323,Build Mode,Low,Resolved,2025-02-08,2025-02-24,Playstation,North America,Graphics,Gameplay,M3,Medium,16.0
324,Live Mode,Medium,Resolved,2025-03-06,2025-04-04,Xbox,Europe,Expansion Pack,Expansion Pack,M3,Low,29.0
325,UI,High,Resolved,2024-04-27,2024-05-12,Pc,Europe,UI/UX,Gameplay,M6,Medium,15.0
326,Occults,Low,Resolved,2025-01-12,2025-02-06,Xbox,Africa,Platform,Mods & Custom Content,M5,High,25.0
327,Create-a-Sim,Medium,Resolved,2024-08-17,2024-08-20,Mac,North America,Graphics,Performance,M2,High,3.0
328,Social Interactions,Low,New,2025-03-24,,Xbox,Europe,Audio,Audio,M3,High,
329,Aspirations,Medium,New,2025-02-05,,Playstation,Asia,Graphics,Graphics,M7,Medium,
330,Social Interactions,Low,Resolved,2025-02-28,2025-03-26,Pc,North America,UI/UX,Audio,M7,Medium,26.0
331,Pets,Medium,Resolved,2025-02-08,2025-02-22,Xbox,North America,Audio,Audio,M4,Low,14.0
332,Aspirations,High,Resolved,2024-07-24,2024-08-16,Playstation,Oceania,Build Mode,Graphics,M6,Medium,23.0
333,World Map,Low,Resolved,2025-01-31,2025-02-12,Xbox,Oceania,UI/UX,UI,M2,Medium,12.0
334,Audio,High,Resolved,2024-05-27,2024-06-21,Pc,Europe,Graphics,UI,M7,Medium,25.0
335,Create-a-Sim,Medium,Resolved,2025-03-03,2025-03-20,Mac,North America,CAS,Expansion Pack,M2,Medium,17.0
336,Graphics,High,Resolved,2025-02-26,2025-03-17,Mac,North America,Build Mode,Graphics,M4,Low,19.0
337,Aging System,Medium,Resolved,2024-07-08,2024-07-15,Pc,Oceania,LiveOps,UI,M3,Medium,7.0
338,Occults,Low,Resolved,2025-02-10,2025-03-10,Mac,Asia,UI/UX,Audio,M1,Medium,28.0
339,Graphics,High,Resolved,2024-10-03,2024-10-22,Mac,Oceania,Build Mode,Audio,M6,Medium,19.0
340,Build Mode,Medium,Won't Fix,2024-08-07,2024-09-01,Mac,Oceania,Audio,Graphics,M2,Low,25.0
341,Audio,Medium,New,2025-02-03,,Xbox,Asia,Graphics,Audio,M2,Medium,
342,Bug Fixes,Low,Resolved,2024-07-10,2024-08-06,Playstation,Africa,CAS,Audio,M6,Low,27.0
343,Audio,Low,Resolved,2024-04-26,2024-05-05,Playstation,Europe,Audio,UI,M1,High,9.0
344,Careers,Medium,Investigating,2024-06-27,,Pc,Oceania,Graphics,Audio,M3,High,
345,Bug Fixes,High,Resolved,2024-08-16,2024-09-09,Playstation,Oceania,Build Mode,Mods & Custom Content,M6,Medium,24.0
346,Occults,Low,Resolved,2025-02-28,2025-03-06,Pc,South America,Audio,Audio,M6,High,6.0
347,Careers,Medium,Won't Fix,2025-04-06,2025-04-12,Mac,Asia,Build Mode,Audio,M4,Medium,6.0
348,Aging System,High,Resolved,2024-07-29,2024-08-07,Xbox,North America,UI/UX,Mods & Custom Content,M2,Medium,9.0
349,World Map,Medium,New,2024-12-08,,Mac,Europe,Build Mode,Network,M4,High,
350,Mods & Custom Content,Low,In Progress,2024-09-11,,Mac,North America,Graphics,Network,M6,High,
351,Audio,Low,Resolved,2025-04-12,2025-04-14,Mac,Africa,Audio,Mods & Custom Content,M7,Medium,2.0
352,Social Interactions,Medium,Resolved,2024-10-31,2024-11-20,Xbox,South America,LiveOps,Graphics,M5,Low,20.0
353,Seasons,Low,Resolved,2025-03-27,2025-03-28,Pc,Oceania,Build Mode,UI,M6,High,1.0
354,Bug Fixes,Low,Resolved,2024-05-30,2024-06-03,Pc,North America,CAS,Audio,M4,Medium,4.0
355,Mods & Custom Content,Low,Resolved,2025-04-08,2025-04-19,Xbox,Asia,Build Mode,Performance,M7,Medium,11.0
356,Graphics,High,Won't Fix,2024-06-22,2024-07-16,Mac,North America,Expansion Pack,Graphics,M4,High,24.0
357,Tutorial,Critical,Resolved,2025-04-05,2025-04-23,Pc,Oceania,LiveOps,Graphics,M6,Low,18.0
358,Pets,High,Resolved,2024-07-24,2024-07-28,Mac,Oceania,LiveOps,Audio,M4,Medium,4.0
359,Mods & Custom Content,Medium,Resolved,2024-05-27,2024-06-05,Pc,Africa,UI/UX,Audio,M1,Medium,9.0
360,Audio,High,Resolved,2024-09-24,2024-10-14,Mac,Asia,Platform,Audio,M2,Low,20.0
361,Pets,Low,Resolved,2025-01-09,2025-01-16,Pc,North America,UI/UX,Gameplay,M7,Medium,7.0
362,Live Mode,High,Resolved,2024-08-10,2024-08-13,Pc,Asia,Build Mode,Mods & Custom Content,M3,Low,3.0
363,Create-a-Sim,High,Resolved,2024-11-25,2024-12-22,Playstation,Oceania,Expansion Pack,Expansion Pack,M6,Low,27.0
364,Build Mode,High,In Progress,2024-10-22,,Mac,Asia,Expansion Pack,Mods & Custom Content,M5,Low,
365,Multiplayer,Low,Resolved,2024-09-05,2024-09-17,Xbox,South America,CAS,Expansion Pack,M6,High,12.0
366,Multiplayer,Low,Resolved,2024-11-15,2024-12-06,Pc,Europe,UI/UX,Expansion Pack,M5,Medium,21.0
367,Aspirations,High,Resolved,2024-07-20,2024-08-04,Pc,Oceania,Audio,Mods & Custom Content,M4,Low,15.0
368,Careers,Low,Resolved,2025-01-02,2025-01-04,Mac,Oceania,Expansion Pack,Gameplay,M4,Medium,2.0
369,Aspirations,Low,Resolved,2024-04-18,2024-04-30,Pc,North America,Audio,Mods & Custom Content,M7,Medium,12.0
370,UI,Low,Resolved,2025-03-22,2025-04-16,Playstation,North America,Build Mode,Expansion Pack,M4,High,25.0
371,Aging System,Low,Resolved,2024-11-01,2024-11-16,Xbox,South America,Expansion Pack,Gameplay,M4,Medium,15.0
372,Occults,Medium,Resolved,2025-01-06,2025-01-19,Pc,Africa,CAS,UI,M6,Medium,13.0
373,Create-a-Sim,High,New,2025-01-14,,Xbox,Asia,Graphics,Network,M6,Medium,
374,Careers,Low,Resolved,2024-12-19,2025-01-10,Playstation,Africa,Expansion Pack,Gameplay,M1,High,22.0
375,Social Interactions,Low,Resolved,2024-08-29,2024-09-25,Mac,Europe,UI/UX,Expansion Pack,M2,Medium,27.0
376,Social Interactions,Low,Resolved,2024-05-13,2024-06-05,Pc,South America,Graphics,Performance,M4,Low,23.0
377,Bug Fixes,Medium,Won't Fix,2024-12-17,2025-01-04,Mac,Oceania,Audio,Performance,M1,Medium,18.0
378,Aspirations,Medium,Resolved,2024-08-16,2024-09-14,Mac,Asia,Platform,Network,M3,Medium,29.0
379,Seasons,Low,Resolved,2024-08-10,2024-08-24,Playstation,Oceania,Build Mode,UI,M2,Medium,14.0
380,Mods & Custom Content,Critical,Won't Fix,2025-02-22,2025-03-06,Mac,Africa,Expansion Pack,Gameplay,M7,Medium,12.0
381,Social Interactions,Medium,Won't Fix,2025-01-06,2025-01-25,Playstation,South America,LiveOps,Gameplay,M1,Medium,19.0
382,Multiplayer,Critical,Resolved,2024-08-05,2024-08-07,Playstation,Europe,LiveOps,Audio,M2,Medium,2.0
383,Tutorial,High,Resolved,2024-08-09,2024-09-05,Mac,Oceania,Platform,UI,M5,Medium,27.0
384,Create-a-Sim,Critical,Resolved,2024-09-14,2024-09-24,Xbox,South America,Expansion Pack,Graphics,M1,Medium,10.0
385,Aging System,High,Resolved,2024-09-12,2024-10-10,Playstation,Africa,Build Mode,UI,M3,Medium,28.0
386,Multiplayer,High,New,2024-08-04,,Pc,South America,LiveOps,Expansion Pack,M3,Medium,
387,Build Mode,Low,Resolved,2024-06-03,2024-06-22,Mac,North America,Audio,Network,M5,Low,19.0
388,World Map,Medium,Investigating,2024-09-18,,Playstation,North America,Expansion Pack,UI,M2,Medium,
389,Occults,Medium,Resolved,2025-03-28,2025-04-03,Playstation,Europe,Build Mode,Network,M3,Medium,6.0
390,Pets,Critical,Resolved,2024-12-21,2025-01-15,Pc,North America,Expansion Pack,Mods & Custom Content,M2,High,25.0
391,Create-a-Sim,Medium,Resolved,2025-03-14,2025-04-03,Playstation,South America,UI/UX,Expansion Pack,M3,Medium,20.0
392,Skills,Medium,Resolved,2024-11-29,2024-12-29,Xbox,South America,LiveOps,Audio,M6,Low,30.0
393,Occults,Medium,Resolved,2024-08-06,2024-08-10,Pc,Europe,Build Mode,Expansion Pack,M7,Low,4.0
394,Social Interactions,Medium,Resolved,2024-11-04,2024-11-27,Pc,Oceania,Audio,Graphics,M4,Medium,23.0
395,Audio,Medium,Resolved,2024-04-18,2024-04-21,Mac,Asia,Platform,Expansion Pack,M4,Medium,3.0
396,Expansion Pack,Medium,Resolved,2024-08-01,2024-08-02,Pc,Oceania,LiveOps,Gameplay,M3,High,1.0
397,Tutorial,Low,Resolved,2024-09-22,2024-10-18,Xbox,South America,Platform,Graphics,M4,Low,26.0
398,Occults,Low,Resolved,2024-11-16,2024-12-10,Mac,Asia,Expansion Pack,Graphics,M5,High,24.0
399,Tutorial,Low,Resolved,2024-12-13,2024-12-15,Pc,Asia,Build Mode,Network,M2,Medium,2.0
400,Multiplayer,Low,Resolved,2024-10-05,2024-10-22,Playstation,Europe,UI/UX,Performance,M6,Medium,17.0
401,Occults,Medium,In Progress,2024-09-26,,Pc,Asia,UI/UX,Audio,M1,Low,
402,UI,Low,Resolved,2024-07-05,2024-07-16,Pc,Europe,Expansion Pack,Mods & Custom Content,M4,Medium,11.0
403,Bug Fixes,Medium,Resolved,2024-10-08,2024-10-31,Playstation,South America,Audio,Graphics,M3,Low,23.0
404,Audio,High,Resolved,2025-03-13,2025-04-06,Mac,Oceania,Expansion Pack,Mods & Custom Content,M4,Medium,24.0
405,Multiplayer,Medium,Resolved,2025-02-03,2025-02-19,Pc,Asia,Audio,UI,M3,Medium,16.0
406,Build Mode,High,Resolved,2024-06-19,2024-07-13,Pc,Africa,Platform,UI,M1,Medium,24.0
407,Mods & Custom Content,Low,Resolved,2024-05-19,2024-06-06,Mac,Africa,CAS,Performance,M4,Medium,18.0
408,UI,High,Resolved,2024-10-23,2024-11-04,Mac,Africa,Audio,Mods & Custom Content,M2,Low,12.0
409,Mods & Custom Content,High,Investigating,2024-12-05,,Xbox,Asia,LiveOps,UI,M7,Medium,
410,Graphics,Medium,Resolved,2024-08-18,2024-08-30,Playstation,South America,Graphics,Mods & Custom Content,M1,Low,12.0
411,Seasons,Medium,Resolved,2025-02-11,2025-02-15,Playstation,Oceania,CAS,Performance,M4,Medium,4.0
412,Live Mode,Medium,Resolved,2025-01-17,2025-02-07,Xbox,Europe,Platform,Network,M7,High,21.0
413,Build Mode,Medium,Resolved,2024-12-20,2025-01-05,Mac,South America,Audio,UI,M1,Medium,16.0
414,Skills,Medium,Resolved,2024-07-09,2024-07-14,Pc,Oceania,Build Mode,Expansion Pack,M7,Medium,5.0
415,Graphics,Medium,Resolved,2024-06-29,2024-07-21,Xbox,North America,Build Mode,Graphics,M2,Medium,22.0
416,Bug Fixes,Low,Resolved,2024-04-26,2024-05-17,Mac,Asia,Audio,Expansion Pack,M5,High,21.0
417,World Map,Critical,Resolved,2024-07-16,2024-08-14,Mac,South America,Graphics,Mods & Custom Content,M2,Low,29.0
418,Multiplayer,Medium,Resolved,2024-10-08,2024-10-13,Playstation,Europe,Expansion Pack,Mods & Custom Content,M5,Medium,5.0
419,Build Mode,Low,Resolved,2025-02-23,2025-03-08,Xbox,Europe,UI/UX,Performance,M4,High,13.0
420,Seasons,High,Resolved,2024-05-14,2024-06-12,Pc,South America,Audio,Graphics,M7,Medium,29.0
421,Create-a-Sim,Medium,Resolved,2024-09-16,2024-09-30,Xbox,Europe,Graphics,Expansion Pack,M3,Medium,14.0
422,Bug Fixes,Low,Resolved,2024-12-04,2024-12-29,Mac,Asia,Graphics,UI,M7,Low,25.0
423,Graphics,Low,Resolved,2024-06-28,2024-07-16,Pc,Africa,UI/UX,Graphics,M4,Medium,18.0
424,Expansion Pack,Low,Resolved,2024-12-28,2025-01-08,Playstation,Asia,Platform,Network,M5,Low,11.0
425,Occults,High,Resolved,2024-10-15,2024-11-09,Xbox,Europe,Expansion Pack,Mods & Custom Content,M3,High,25.0
426,Mods & Custom Content,High,Resolved,2024-07-16,2024-08-10,Pc,Oceania,Build Mode,Mods & Custom Content,M7,Medium,25.0
427,Careers,High,Resolved,2024-12-14,2024-12-21,Pc,Europe,Platform,Graphics,M7,Low,7.0
428,Live Mode,Low,Resolved,2024-04-20,2024-05-20,Mac,Asia,UI/UX,Graphics,M6,Medium,30.0
429,Seasons,Low,Investigating,2025-01-17,,Pc,Europe,Graphics,Mods & Custom Content,M1,Low,
430,Graphics,Low,Resolved,2025-01-24,2025-02-19,Mac,Africa,Audio,Graphics,M3,Low,26.0
431,Audio,High,Resolved,2024-05-27,2024-06-02,Playstation,Oceania,Platform,Expansion Pack,M5,Low,6.0
432,Live Mode,Medium,Resolved,2024-09-20,2024-10-13,Playstation,Asia,CAS,UI,M5,High,23.0
433,Audio,Low,Resolved,2024-06-21,2024-07-04,Pc,Africa,UI/UX,Audio,M3,High,13.0
434,Occults,High,In Progress,2025-04-03,,Playstation,Oceania,Graphics,Expansion Pack,M5,Medium,
435,Aging System,Medium,Won't Fix,2024-10-24,2024-11-04,Pc,South America,UI/UX,Audio,M1,Medium,11.0
436,UI,High,Resolved,2024-05-06,2024-05-14,Xbox,Asia,LiveOps,Audio,M2,Low,8.0
437,Live Mode,Medium,Resolved,2024-07-18,2024-08-11,Mac,South America,Expansion Pack,Network,M2,High,24.0
438,Graphics,Medium,Resolved,2025-02-22,2025-03-18,Mac,Europe,Build Mode,Audio,M2,Low,24.0
439,Skills,Low,In Progress,2024-10-02,,Pc,North America,UI/UX,Mods & Custom Content,M5,Low,
440,Pets,Low,In Progress,2025-02-05,,Playstation,South America,CAS,Mods & Custom Content,M2,High,
441,UI,High,New,2024-12-18,,Mac,North America,Platform,Mods & Custom Content,M5,Low,
442,Multiplayer,Medium,Resolved,2025-04-14,2025-05-12,Pc,Oceania,Graphics,Network,M6,Low,28.0
443,Careers,Low,Resolved,2024-11-21,2024-12-04,Playstation,Europe,CAS,UI,M3,Medium,13.0
444,Social Interactions,Low,Resolved,2025-03-31,2025-04-12,Playstation,Asia,Platform,Audio,M4,Low,12.0
445,Expansion Pack,High,Resolved,2025-03-10,2025-03-29,Mac,Africa,Platform,Expansion Pack,M2,Low,19.0
446,Build Mode,Low,New,2024-11-28,,Xbox,Europe,Expansion Pack,Mods & Custom Content,M3,Low,
447,Expansion Pack,Medium,New,2025-01-06,,Pc,Europe,CAS,Mods & Custom Content,M7,Medium,
448,Skills,Medium,Resolved,2024-10-19,2024-10-30,Playstation,Asia,LiveOps,Expansion Pack,M1,Medium,11.0
449,Bug Fixes,Medium,Resolved,2025-02-15,2025-03-07,Mac,Asia,Expansion Pack,Network,M6,Medium,20.0
450,Aspirations,Medium,Resolved,2024-11-04,2024-11-19,Xbox,Oceania,Audio,Performance,M6,High,15.0
451,Aspirations,High,Resolved,2025-03-12,2025-04-02,Pc,North America,Audio,Network,M2,Medium,21.0
452,Aspirations,Low,Resolved,2025-01-15,2025-02-07,Xbox,Asia,Graphics,Expansion Pack,M2,Low,23.0
453,Audio,Critical,Resolved,2024-10-08,2024-11-01,Pc,Europe,Audio,Expansion Pack,M1,Low,24.0
454,Create-a-Sim,Low,Investigating,2024-07-21,,Xbox,Africa,UI/UX,Gameplay,M3,Medium,
455,World Map,Low,Resolved,2024-07-17,2024-08-16,Playstation,South America,Audio,Performance,M5,High,30.0
456,Careers,High,Resolved,2024-12-07,2024-12-29,Xbox,Africa,CAS,Mods & Custom Content,M2,High,22.0
457,Aging System,Medium,Resolved,2025-01-23,2025-01-29,Xbox,Africa,CAS,Network,M4,Medium,6.0
458,Skills,Medium,Investigating,2024-10-25,,Mac,Asia,LiveOps,Graphics,M5,High,
459,Pets,Medium,New,2024-12-03,,Xbox,South America,CAS,Graphics,M7,Medium,
460,Occults,Low,Resolved,2024-07-27,2024-08-04,Xbox,Africa,Platform,Expansion Pack,M2,Low,8.0
461,UI,Low,Resolved,2024-05-16,2024-05-29,Xbox,Oceania,Build Mode,Audio,M3,Medium,13.0
462,Live Mode,Low,Resolved,2024-07-31,2024-08-09,Playstation,North America,Graphics,Mods & Custom Content,M3,Medium,9.0
463,Create-a-Sim,Critical,Resolved,2024-07-26,2024-08-06,Pc,Europe,UI/UX,Audio,M3,Low,11.0
464,Mods & Custom Content,Low,Resolved,2024-08-13,2024-08-14,Mac,Asia,Platform,Audio,M7,Medium,1.0
465,Create-a-Sim,Low,Investigating,2024-11-01,,Mac,North America,CAS,Expansion Pack,M1,Medium,
466,Aspirations,High,Resolved,2024-06-07,2024-07-06,Pc,Oceania,Build Mode,Expansion Pack,M7,High,29.0
467,Expansion Pack,Medium,Resolved,2024-07-11,2024-07-13,Mac,South America,Platform,Audio,M3,Low,2.0
