bug_id,feature,severity,status,date_reported,date_resolved,platform,region,assigned_team,bug_type,milestone,priority_level
258,Build Mode,Medium,Resolved,2024-07-05,2024-08-02,Mac,South America,Graphics,Expansion Pack,M6,Medium
259,Live Mode,Medium,Resolved,2024-07-24,2024-08-08,Mac,Asia,LiveOps,Audio,M2,Medium
260,Pets,Medium,Resolved,2025-03-25,2025-04-09,PC,Africa,UI/UX,Audio,M7,Medium
261,Create-a-Sim,High,Investigating,2025-03-06,,Xbox,Africa,Build Mode,Expansion Pack,M1,Medium
262,Create-a-Sim,Medium,Resolved,2025-03-05,2025-03-13,PlayStation,North America,Graphics,Gameplay,M7,High
263,Skills,High,Resolved,2024-08-31,2024-09-24,Xbox,Europe,Audio,UI,M7,Low
264,Tutorial,Medium,Resolved,2024-06-14,2024-06-26,PlayStation,Oceania,CAS,Audio,M5,Low
265,Expansion Pack,Low,In Progress,2025-02-17,,Xbox,North America,CAS,Performance,M6,High
266,UI,High,Resolved,2024-12-31,2025-01-23,Xbox,South America,Audio,Audio,M6,Medium
267,Live Mode,Medium,Resolved,2024-11-27,2024-12-18,PlayStation,Oceania,Expansion Pack,Mods & Custom Content,M4,Medium
268,Live Mode,High,Resolved,2025-04-14,2025-05-09,Xbox,Oceania,Expansion Pack,Gameplay,M7,Medium
269,Pets,Low,Resolved,2024-12-13,2024-12-27,PlayStation,Asia,Audio,Mods & Custom Content,M7,Medium
270,Aging System,Low,Resolved,2024-04-20,2024-04-22,Mac,South America,Graphics,Graphics,M4,Low
271,World Map,Low,Resolved,2025-02-11,2025-02-16,PlayStation,North America,Expansion Pack,Audio,M1,Medium
272,Aspirations,Medium,New,2024-08-05,,Mac,South America,UI/UX,Gameplay,M1,Low
273,Aging System,Low,Resolved,2024-12-16,2025-01-04,PlayStation,North America,Platform,Performance,M4,Low
274,Expansion Pack,Low,Resolved,2025-03-27,2025-04-20,PlayStation,Europe,Platform,Performance,M6,High
275,Tutorial,Medium,Resolved,2024-06-06,2024-06-23,Xbox,Asia,Build Mode,Performance,M4,Medium
276,Expansion Pack,Low,Resolved,2024-05-30,2024-06-06,PC,Africa,Platform,Network,M4,Medium
277,UI,Medium,Resolved,2024-05-27,2024-06-05,PlayStation,Oceania,LiveOps,Audio,M2,Medium
278,Create-a-Sim,High,Resolved,2024-11-06,2024-11-30,Mac,South America,Platform,Gameplay,M2,Medium
279,Build Mode,Critical,Resolved,2024-07-26,2024-08-12,PlayStation,Europe,Platform,Expansion Pack,M3,Medium
280,Live Mode,Low,Won't Fix,2024-11-25,2024-12-11,PC,North America,CAS,UI,M1,High
281,World Map,Medium,New,2025-01-05,,Xbox,South America,Platform,Gameplay,M6,Medium
282,Live Mode,Medium,Resolved,2024-07-01,2024-07-10,Mac,Europe,Expansion Pack,Expansion Pack,M5,Medium
283,Live Mode,Low,Investigating,2024-12-06,,Xbox,Oceania,Build Mode,Graphics,M2,Low
284,Create-a-Sim,Low,Resolved,2024-07-23,2024-08-07,Mac,North America,LiveOps,Performance,M6,Low
285,Audio,Low,Resolved,2024-10-13,2024-10-25,Mac,Oceania,CAS,Gameplay,M7,High
286,Live Mode,Low,Resolved,2025-03-15,2025-03-29,PC,South America,Graphics,Network,M1,Medium
287,Expansion Pack,High,Resolved,2025-02-21,2025-03-05,PC,Europe,LiveOps,Graphics,M7,High
288,Mods & Custom Content,Low,Resolved,2024-05-21,2024-06-06,PC,Africa,Platform,UI,M3,Low
289,Live Mode,Medium,New,2024-09-20,,PC,Africa,LiveOps,Performance,M2,High
290,Live Mode,High,In Progress,2024-07-28,,PlayStation,Asia,Expansion Pack,Gameplay,M5,Medium
291,World Map,High,Resolved,2024-04-19,2024-04-29,Mac,South America,Expansion Pack,Mods & Custom Content,M7,Medium
292,UI,Low,Resolved,2025-01-25,2025-02-12,Xbox,North America,Build Mode,Network,M6,High
293,Build Mode,High,In Progress,2024-12-07,,Xbox,Oceania,CAS,Gameplay,M2,Medium
294,Mods & Custom Content,High,Won't Fix,2024-07-22,2024-08-07,PC,North America,Build Mode,Expansion Pack,M6,High
295,Expansion Pack,Medium,Resolved,2025-01-14,2025-02-07,Xbox,North America,LiveOps,Expansion Pack,M6,High
296,Aspirations,High,Resolved,2024-11-05,2024-11-14,PlayStation,Asia,Graphics,Audio,M2,Low
297,Expansion Pack,Low,Resolved,2024-09-21,2024-10-16,Mac,South America,Graphics,Network,M4,Low
298,World Map,Medium,Resolved,2024-04-21,2024-05-16,PC,North America,Audio,Audio,M7,Medium
299,Careers,Low,Resolved,2024-05-15,2024-05-22,Mac,Asia,Platform,Graphics,M6,Low
300,Aspirations,High,New,2025-03-07,,Mac,North America,Graphics,Gameplay,M7,Medium
301,UI,Low,Resolved,2025-03-14,2025-03-16,Xbox,Asia,UI/UX,Audio,M7,Low
302,Aging System,High,New,2024-11-03,,PC,Asia,UI/UX,Graphics,M4,Low
303,Aspirations,Medium,Investigating,2025-02-17,,Xbox,Oceania,Platform,Performance,M3,Low
304,Mods & Custom Content,Low,Resolved,2024-11-17,2024-11-26,Mac,Oceania,CAS,Mods & Custom Content,M4,High
305,Mods & Custom Content,Medium,Resolved,2024-06-11,2024-06-14,Mac,Oceania,LiveOps,Expansion Pack,M7,Medium
306,Bug Fixes,Medium,Resolved,2024-06-03,2024-06-29,Xbox,Asia,Audio,Graphics,M3,Medium
307,Create-a-Sim,High,Resolved,2024-08-08,2024-09-03,Xbox,Africa,Expansion Pack,UI,M2,Low
308,Create-a-Sim,High,Resolved,2025-03-13,2025-03-22,Mac,Africa,Platform,Network,M7,High
309,Skills,Critical,Resolved,2025-02-03,2025-02-11,PC,Oceania,Expansion Pack,Performance,M5,High
310,Pets,Medium,In Progress,2025-02-27,,Mac,South America,LiveOps,Gameplay,M1,Low
311,Careers,Critical,Resolved,2025-03-13,2025-03-30,Mac,Europe,Expansion Pack,Performance,M7,High
312,Mods & Custom Content,High,Resolved,2024-07-03,2024-07-04,PlayStation,North America,Expansion Pack,Expansion Pack,M5,Low
313,Social Interactions,High,Won't Fix,2024-07-18,2024-07-23,Xbox,Oceania,Expansion Pack,Performance,M6,High
314,Skills,Low,Resolved,2024-05-25,2024-06-24,Mac,South America,CAS,Audio,M2,Low
315,Aspirations,High,Won't Fix,2025-01-28,2025-02-20,PC,Europe,Expansion Pack,UI,M6,Medium
316,Live Mode,Low,New,2025-03-07,,PlayStation,Europe,UI/UX,Network,M4,Low
317,Audio,High,Resolved,2024-09-13,2024-10-06,PC,North America,Platform,Mods & Custom Content,M6,Medium
318,Aspirations,Low,Resolved,2024-12-01,2024-12-15,Xbox,North America,Graphics,UI,M2,Medium
319,Careers,Low,Resolved,2024-06-13,2024-06-15,PC,North America,Expansion Pack,Performance,M4,Low
320,Careers,Medium,Won't Fix,2025-03-24,2025-04-22,Xbox,Oceania,LiveOps,Expansion Pack,M6,Low
321,Expansion Pack,Low,New,2025-02-28,,Mac,South America,CAS,Audio,M3,Low
322,Pets,Low,Resolved,2025-04-10,2025-04-29,PlayStation,North America,Platform,Gameplay,M3,High
323,Build Mode,Low,Resolved,2025-02-08,2025-02-24,PlayStation,North America,Graphics,Gameplay,M3,Medium
324,Live Mode,Medium,Resolved,2025-03-06,2025-04-04,Xbox,Europe,Expansion Pack,Expansion Pack,M3,Low
325,UI,High,Resolved,2024-04-27,2024-05-12,PC,Europe,UI/UX,Gameplay,M6,Medium
326,Occults,Low,Resolved,2025-01-12,2025-02-06,Xbox,Africa,Platform,Mods & Custom Content,M5,High
327,Create-a-Sim,Medium,Resolved,2024-08-17,2024-08-20,Mac,North America,Graphics,Performance,M2,High
328,Social Interactions,Low,New,2025-03-24,,Xbox,Europe,Audio,Audio,M3,High
329,Aspirations,Medium,New,2025-02-05,,PlayStation,Asia,Graphics,Graphics,M7,Medium
330,Social Interactions,Low,Resolved,2025-02-28,2025-03-26,PC,North America,UI/UX,Audio,M7,Medium
331,Pets,Medium,Resolved,2025-02-08,2025-02-22,Xbox,North America,Audio,Audio,M4,Low
332,Aspirations,High,Resolved,2024-07-24,2024-08-16,PlayStation,Oceania,Build Mode,Graphics,M6,Medium
333,World Map,Low,Resolved,2025-01-31,2025-02-12,Xbox,Oceania,UI/UX,UI,M2,Medium
334,Audio,High,Resolved,2024-05-27,2024-06-21,PC,Europe,Graphics,UI,M7,Medium
335,Create-a-Sim,Medium,Resolved,2025-03-03,2025-03-20,Mac,North America,CAS,Expansion Pack,M2,Medium
336,Graphics,High,Resolved,2025-02-26,2025-03-17,Mac,North America,Build Mode,Graphics,M4,Low
337,Aging System,Medium,Resolved,2024-07-08,2024-07-15,PC,Oceania,LiveOps,UI,M3,Medium
338,Occults,Low,Resolved,2025-02-10,2025-03-10,Mac,Asia,UI/UX,Audio,M1,Medium
339,Graphics,High,Resolved,2024-10-03,2024-10-22,Mac,Oceania,Build Mode,Audio,M6,Medium
340,Build Mode,Medium,Won't Fix,2024-08-07,2024-09-01,Mac,Oceania,Audio,Graphics,M2,Low
341,Audio,Medium,New,2025-02-03,,Xbox,Asia,Graphics,Audio,M2,Medium
342,Bug Fixes,Low,Resolved,2024-07-10,2024-08-06,PlayStation,Africa,CAS,Audio,M6,Low
343,Audio,Low,Resolved,2024-04-26,2024-05-05,PlayStation,Europe,Audio,UI,M1,High
344,Careers,Medium,Investigating,2024-06-27,,PC,Oceania,Graphics,Audio,M3,High
345,Bug Fixes,High,Resolved,2024-08-16,2024-09-09,PlayStation,Oceania,Build Mode,Mods & Custom Content,M6,Medium
346,Occults,Low,Resolved,2025-02-28,2025-03-06,PC,South America,Audio,Audio,M6,High
347,Careers,Medium,Won't Fix,2025-04-06,2025-04-12,Mac,Asia,Build Mode,Audio,M4,Medium
348,Aging System,High,Resolved,2024-07-29,2024-08-07,Xbox,North America,UI/UX,Mods & Custom Content,M2,Medium
349,World Map,Medium,New,2024-12-08,,Mac,Europe,Build Mode,Network,M4,High
350,Mods & Custom Content,Low,In Progress,2024-09-11,,Mac,North America,Graphics,Network,M6,High
351,Audio,Low,Resolved,2025-04-12,2025-04-14,Mac,Africa,Audio,Mods & Custom Content,M7,Medium
352,Social Interactions,Medium,Resolved,2024-10-31,2024-11-20,Xbox,South America,LiveOps,Graphics,M5,Low
353,Seasons,Low,Resolved,2025-03-27,2025-03-28,PC,Oceania,Build Mode,UI,M6,High
354,Bug Fixes,Low,Resolved,2024-05-30,2024-06-03,PC,North America,CAS,Audio,M4,Medium
355,Mods & Custom Content,Low,Resolved,2025-04-08,2025-04-19,Xbox,Asia,Build Mode,Performance,M7,Medium
356,Graphics,High,Won't Fix,2024-06-22,2024-07-16,Mac,North America,Expansion Pack,Graphics,M4,High
357,Tutorial,Critical,Resolved,2025-04-05,2025-04-23,PC,Oceania,LiveOps,Graphics,M6,Low
358,Pets,High,Resolved,2024-07-24,2024-07-28,Mac,Oceania,LiveOps,Audio,M4,Medium
359,Mods & Custom Content,Medium,Resolved,2024-05-27,2024-06-05,PC,Africa,UI/UX,Audio,M1,Medium
360,Audio,High,Resolved,2024-09-24,2024-10-14,Mac,Asia,Platform,Audio,M2,Low
361,Pets,Low,Resolved,2025-01-09,2025-01-16,PC,North America,UI/UX,Gameplay,M7,Medium
362,Live Mode,High,Resolved,2024-08-10,2024-08-13,PC,Asia,Build Mode,Mods & Custom Content,M3,Low
363,Create-a-Sim,High,Resolved,2024-11-25,2024-12-22,PlayStation,Oceania,Expansion Pack,Expansion Pack,M6,Low
364,Build Mode,High,In Progress,2024-10-22,,Mac,Asia,Expansion Pack,Mods & Custom Content,M5,Low
365,Multiplayer,Low,Resolved,2024-09-05,2024-09-17,Xbox,South America,CAS,Expansion Pack,M6,High
366,Multiplayer,Low,Resolved,2024-11-15,2024-12-06,PC,Europe,UI/UX,Expansion Pack,M5,Medium
367,Aspirations,High,Resolved,2024-07-20,2024-08-04,PC,Oceania,Audio,Mods & Custom Content,M4,Low
368,Careers,Low,Resolved,2025-01-02,2025-01-04,Mac,Oceania,Expansion Pack,Gameplay,M4,Medium
369,Aspirations,Low,Resolved,2024-04-18,2024-04-30,PC,North America,Audio,Mods & Custom Content,M7,Medium
370,UI,Low,Resolved,2025-03-22,2025-04-16,PlayStation,North America,Build Mode,Expansion Pack,M4,High
371,Aging System,Low,Resolved,2024-11-01,2024-11-16,Xbox,South America,Expansion Pack,Gameplay,M4,Medium
372,Occults,Medium,Resolved,2025-01-06,2025-01-19,PC,Africa,CAS,UI,M6,Medium
373,Create-a-Sim,High,New,2025-01-14,,Xbox,Asia,Graphics,Network,M6,Medium
374,Careers,Low,Resolved,2024-12-19,2025-01-10,PlayStation,Africa,Expansion Pack,Gameplay,M1,High
375,Social Interactions,Low,Resolved,2024-08-29,2024-09-25,Mac,Europe,UI/UX,Expansion Pack,M2,Medium
376,Social Interactions,Low,Resolved,2024-05-13,2024-06-05,PC,South America,Graphics,Performance,M4,Low
377,Bug Fixes,Medium,Won't Fix,2024-12-17,2025-01-04,Mac,Oceania,Audio,Performance,M1,Medium
378,Aspirations,Medium,Resolved,2024-08-16,2024-09-14,Mac,Asia,Platform,Network,M3,Medium
379,Seasons,Low,Resolved,2024-08-10,2024-08-24,PlayStation,Oceania,Build Mode,UI,M2,Medium
380,Mods & Custom Content,Critical,Won't Fix,2025-02-22,2025-03-06,Mac,Africa,Expansion Pack,Gameplay,M7,Medium
381,Social Interactions,Medium,Won't Fix,2025-01-06,2025-01-25,PlayStation,South America,LiveOps,Gameplay,M1,Medium
382,Multiplayer,Critical,Resolved,2024-08-05,2024-08-07,PlayStation,Europe,LiveOps,Audio,M2,Medium
383,Tutorial,High,Resolved,2024-08-09,2024-09-05,Mac,Oceania,Platform,UI,M5,Medium
384,Create-a-Sim,Critical,Resolved,2024-09-14,2024-09-24,Xbox,South America,Expansion Pack,Graphics,M1,Medium
385,Aging System,High,Resolved,2024-09-12,2024-10-10,PlayStation,Africa,Build Mode,UI,M3,Medium
386,Multiplayer,High,New,2024-08-04,,PC,South America,LiveOps,Expansion Pack,M3,Medium
387,Build Mode,Low,Resolved,2024-06-03,2024-06-22,Mac,North America,Audio,Network,M5,Low
388,World Map,Medium,Investigating,2024-09-18,,PlayStation,North America,Expansion Pack,UI,M2,Medium
389,Occults,Medium,Resolved,2025-03-28,2025-04-03,PlayStation,Europe,Build Mode,Network,M3,Medium
390,Pets,Critical,Resolved,2024-12-21,2025-01-15,PC,North America,Expansion Pack,Mods & Custom Content,M2,High
391,Create-a-Sim,Medium,Resolved,2025-03-14,2025-04-03,PlayStation,South America,UI/UX,Expansion Pack,M3,Medium
392,Skills,Medium,Resolved,2024-11-29,2024-12-29,Xbox,South America,LiveOps,Audio,M6,Low
393,Occults,Medium,Resolved,2024-08-06,2024-08-10,PC,Europe,Build Mode,Expansion Pack,M7,Low
394,Social Interactions,Medium,Resolved,2024-11-04,2024-11-27,PC,Oceania,Audio,Graphics,M4,Medium
395,Audio,Medium,Resolved,2024-04-18,2024-04-21,Mac,Asia,Platform,Expansion Pack,M4,Medium
396,Expansion Pack,Medium,Resolved,2024-08-01,2024-08-02,PC,Oceania,LiveOps,Gameplay,M3,High
397,Tutorial,Low,Resolved,2024-09-22,2024-10-18,Xbox,South America,Platform,Graphics,M4,Low
398,Occults,Low,Resolved,2024-11-16,2024-12-10,Mac,Asia,Expansion Pack,Graphics,M5,High
399,Tutorial,Low,Resolved,2024-12-13,2024-12-15,PC,Asia,Build Mode,Network,M2,Medium
400,Multiplayer,Low,Resolved,2024-10-05,2024-10-22,PlayStation,Europe,UI/UX,Performance,M6,Medium
401,Occults,Medium,In Progress,2024-09-26,,PC,Asia,UI/UX,Audio,M1,Low
402,UI,Low,Resolved,2024-07-05,2024-07-16,PC,Europe,Expansion Pack,Mods & Custom Content,M4,Medium
403,Bug Fixes,Medium,Resolved,2024-10-08,2024-10-31,PlayStation,South America,Audio,Graphics,M3,Low
404,Audio,High,Resolved,2025-03-13,2025-04-06,Mac,Oceania,Expansion Pack,Mods & Custom Content,M4,Medium
405,Multiplayer,Medium,Resolved,2025-02-03,2025-02-19,PC,Asia,Audio,UI,M3,Medium
406,Build Mode,High,Resolved,2024-06-19,2024-07-13,PC,Africa,Platform,UI,M1,Medium
407,Mods & Custom Content,Low,Resolved,2024-05-19,2024-06-06,Mac,Africa,CAS,Performance,M4,Medium
408,UI,High,Resolved,2024-10-23,2024-11-04,Mac,Africa,Audio,Mods & Custom Content,M2,Low
409,Mods & Custom Content,High,Investigating,2024-12-05,,Xbox,Asia,LiveOps,UI,M7,Medium
410,Graphics,Medium,Resolved,2024-08-18,2024-08-30,PlayStation,South America,Graphics,Mods & Custom Content,M1,Low
411,Seasons,Medium,Resolved,2025-02-11,2025-02-15,PlayStation,Oceania,CAS,Performance,M4,Medium
412,Live Mode,Medium,Resolved,2025-01-17,2025-02-07,Xbox,Europe,Platform,Network,M7,High
413,Build Mode,Medium,Resolved,2024-12-20,2025-01-05,Mac,South America,Audio,UI,M1,Medium
414,Skills,Medium,Resolved,2024-07-09,2024-07-14,PC,Oceania,Build Mode,Expansion Pack,M7,Medium
415,Graphics,Medium,Resolved,2024-06-29,2024-07-21,Xbox,North America,Build Mode,Graphics,M2,Medium
416,Bug Fixes,Low,Resolved,2024-04-26,2024-05-17,Mac,Asia,Audio,Expansion Pack,M5,High
417,World Map,Critical,Resolved,2024-07-16,2024-08-14,Mac,South America,Graphics,Mods & Custom Content,M2,Low
418,Multiplayer,Medium,Resolved,2024-10-08,2024-10-13,PlayStation,Europe,Expansion Pack,Mods & Custom Content,M5,Medium
419,Build Mode,Low,Resolved,2025-02-23,2025-03-08,Xbox,Europe,UI/UX,Performance,M4,High
420,Seasons,High,Resolved,2024-05-14,2024-06-12,PC,South America,Audio,Graphics,M7,Medium
421,Create-a-Sim,Medium,Resolved,2024-09-16,2024-09-30,Xbox,Europe,Graphics,Expansion Pack,M3,Medium
422,Bug Fixes,Low,Resolved,2024-12-04,2024-12-29,Mac,Asia,Graphics,UI,M7,Low
423,Graphics,Low,Resolved,2024-06-28,2024-07-16,PC,Africa,UI/UX,Graphics,M4,Medium
424,Expansion Pack,Low,Resolved,2024-12-28,2025-01-08,PlayStation,Asia,Platform,Network,M5,Low
425,Occults,High,Resolved,2024-10-15,2024-11-09,Xbox,Europe,Expansion Pack,Mods & Custom Content,M3,High
426,Mods & Custom Content,High,Resolved,2024-07-16,2024-08-10,PC,Oceania,Build Mode,Mods & Custom Content,M7,Medium
427,Careers,High,Resolved,2024-12-14,2024-12-21,PC,Europe,Platform,Graphics,M7,Low
428,Live Mode,Low,Resolved,2024-04-20,2024-05-20,Mac,Asia,UI/UX,Graphics,M6,Medium
429,Seasons,Low,Investigating,2025-01-17,,PC,Europe,Graphics,Mods & Custom Content,M1,Low
430,Graphics,Low,Resolved,2025-01-24,2025-02-19,Mac,Africa,Audio,Graphics,M3,Low
431,Audio,High,Resolved,2024-05-27,2024-06-02,PlayStation,Oceania,Platform,Expansion Pack,M5,Low
432,Live Mode,Medium,Resolved,2024-09-20,2024-10-13,PlayStation,Asia,CAS,UI,M5,High
433,Audio,Low,Resolved,2024-06-21,2024-07-04,PC,Africa,UI/UX,Audio,M3,High
434,Occults,High,In Progress,2025-04-03,,PlayStation,Oceania,Graphics,Expansion Pack,M5,Medium
435,Aging System,Medium,Won't Fix,2024-10-24,2024-11-04,PC,South America,UI/UX,Audio,M1,Medium
436,UI,High,Resolved,2024-05-06,2024-05-14,Xbox,Asia,LiveOps,Audio,M2,Low
437,Live Mode,Medium,Resolved,2024-07-18,2024-08-11,Mac,South America,Expansion Pack,Network,M2,High
438,Graphics,Medium,Resolved,2025-02-22,2025-03-18,Mac,Europe,Build Mode,Audio,M2,Low
439,Skills,Low,In Progress,2024-10-02,,PC,North America,UI/UX,Mods & Custom Content,M5,Low
440,Pets,Low,In Progress,2025-02-05,,PlayStation,South America,CAS,Mods & Custom Content,M2,High
441,UI,High,New,2024-12-18,,Mac,North America,Platform,Mods & Custom Content,M5,Low
442,Multiplayer,Medium,Resolved,2025-04-14,2025-05-12,PC,Oceania,Graphics,Network,M6,Low
443,Careers,Low,Resolved,2024-11-21,2024-12-04,PlayStation,Europe,CAS,UI,M3,Medium
444,Social Interactions,Low,Resolved,2025-03-31,2025-04-12,PlayStation,Asia,Platform,Audio,M4,Low
445,Expansion Pack,High,Resolved,2025-03-10,2025-03-29,Mac,Africa,Platform,Expansion Pack,M2,Low
446,Build Mode,Low,New,2024-11-28,,Xbox,Europe,Expansion Pack,Mods & Custom Content,M3,Low
447,Expansion Pack,Medium,New,2025-01-06,,PC,Europe,CAS,Mods & Custom Content,M7,Medium
448,Skills,Medium,Resolved,2024-10-19,2024-10-30,PlayStation,Asia,LiveOps,Expansion Pack,M1,Medium
449,Bug Fixes,Medium,Resolved,2025-02-15,2025-03-07,Mac,Asia,Expansion Pack,Network,M6,Medium
450,Aspirations,Medium,Resolved,2024-11-04,2024-11-19,Xbox,Oceania,Audio,Performance,M6,High
451,Aspirations,High,Resolved,2025-03-12,2025-04-02,PC,North America,Audio,Network,M2,Medium
452,Aspirations,Low,Resolved,2025-01-15,2025-02-07,Xbox,Asia,Graphics,Expansion Pack,M2,Low
453,Audio,Critical,Resolved,2024-10-08,2024-11-01,PC,Europe,Audio,Expansion Pack,M1,Low
454,Create-a-Sim,Low,Investigating,2024-07-21,,Xbox,Africa,UI/UX,Gameplay,M3,Medium
455,World Map,Low,Resolved,2024-07-17,2024-08-16,PlayStation,South America,Audio,Performance,M5,High
456,Careers,High,Resolved,2024-12-07,2024-12-29,Xbox,Africa,CAS,Mods & Custom Content,M2,High
457,Aging System,Medium,Resolved,2025-01-23,2025-01-29,Xbox,Africa,CAS,Network,M4,Medium
458,Skills,Medium,Investigating,2024-10-25,,Mac,Asia,LiveOps,Graphics,M5,High
459,Pets,Medium,New,2024-12-03,,Xbox,South America,CAS,Graphics,M7,Medium
460,Occults,Low,Resolved,2024-07-27,2024-08-04,Xbox,Africa,Platform,Expansion Pack,M2,Low
461,UI,Low,Resolved,2024-05-16,2024-05-29,Xbox,Oceania,Build Mode,Audio,M3,Medium
462,Live Mode,Low,Resolved,2024-07-31,2024-08-09,PlayStation,North America,Graphics,Mods & Custom Content,M3,Medium
463,Create-a-Sim,Critical,Resolved,2024-07-26,2024-08-06,PC,Europe,UI/UX,Audio,M3,Low
464,Mods & Custom Content,Low,Resolved,2024-08-13,2024-08-14,Mac,Asia,Platform,Audio,M7,Medium
465,Create-a-Sim,Low,Investigating,2024-11-01,,Mac,North America,CAS,Expansion Pack,M1,Medium
466,Aspirations,High,Resolved,2024-06-07,2024-07-06,PC,Oceania,Build Mode,Expansion Pack,M7,High
467,Expansion Pack,Medium,Resolved,2024-07-11,2024-07-13,Mac,South America,Platform,Audio,M3,Low
468,Seasons,Low,Won't Fix,2024-12-27,2025-01-20,Xbox,Oceania,CAS,UI,M3,High
469,Expansion Pack,Low,New,2025-01-01,,Xbox,Asia,LiveOps,Performance,M7,Low
470,Create-a-Sim,Medium,Resolved,2024-05-11,2024-06-06,Xbox,Oceania,Audio,Network,M7,Low
471,Careers,Critical,Resolved,2024-09-14,2024-09-17,PC,North America,Expansion Pack,Performance,M6,Medium
472,Occults,High,Resolved,2024-11-02,2024-11-18,PlayStation,South America,Build Mode,Graphics,M6,Medium
473,Pets,High,Resolved,2024-09-17,2024-09-26,PlayStation,Africa,Graphics,UI,M5,Low
474,Tutorial,Critical,Resolved,2024-07-02,2024-07-26,Mac,North America,Audio,Mods & Custom Content,M3,High
475,Seasons,Low,Resolved,2024-09-18,2024-10-03,Mac,North America,Expansion Pack,UI,M3,Medium
476,Graphics,Medium,Resolved,2025-03-15,2025-04-02,Xbox,Africa,Audio,Audio,M3,Medium
477,Live Mode,Low,Resolved,2024-11-17,2024-11-21,Mac,Europe,LiveOps,UI,M1,Medium
478,Aspirations,Medium,Resolved,2024-12-28,2025-01-16,PlayStation,North America,Expansion Pack,UI,M5,Medium
479,Pets,Critical,Resolved,2025-02-25,2025-03-27,PC,South America,LiveOps,Network,M5,Medium
480,Create-a-Sim,High,In Progress,2025-01-23,,PlayStation,Africa,LiveOps,Gameplay,M7,Medium
481,Expansion Pack,Low,In Progress,2024-09-04,,Mac,Africa,Platform,UI,M2,Medium
482,Occults,High,Won't Fix,2024-04-20,2024-05-11,Xbox,Oceania,UI/UX,Network,M6,Medium
483,Multiplayer,Medium,Resolved,2024-08-24,2024-09-22,PlayStation,Oceania,Audio,Mods & Custom Content,M3,High
484,Social Interactions,High,Resolved,2025-01-18,2025-01-29,Xbox,Oceania,Expansion Pack,UI,M5,Medium
485,Audio,Low,Won't Fix,2025-02-24,2025-03-14,Xbox,South America,Platform,Graphics,M6,Low
486,World Map,Low,Resolved,2025-04-01,2025-04-02,Mac,Europe,Expansion Pack,Graphics,M7,High
487,Seasons,Medium,Won't Fix,2024-09-18,2024-09-27,Mac,North America,LiveOps,Mods & Custom Content,M3,Low
